Class Name,API Name,Number of Input Parameters,Input Parameter Types,_merge
AccountManagerService$Lifecycle,getAuthenticatorTypes,2,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Primordial,I>]",both
AccountManagerService$Lifecycle,getPackagesAndVisibilityForAccount,2,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>]",both
AccountManagerService$Lifecycle,getPassword,2,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>]",both
AccountManagerService$Lifecycle,getPreviousName,2,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>]",both
AccountManagerService$Lifecycle,getSharedAccountsAsUser,2,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Primordial,I>]",both
AccountManagerService$Lifecycle,getUserData,3,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>, <Application,Ljava/lang/String>]",both
AccountManagerService$Lifecycle,hasFeatures,5,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/IAccountManagerResponse>, <Application,Landroid/accounts/Account>, <Application,[Ljava/lang/String>, <Application,Ljava/lang/String>]",both
AccountManagerService$Lifecycle,invalidateAuthToken,3,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",both
AccountManagerService$Lifecycle,isCredentialsUpdateSuggested,4,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/IAccountManagerResponse>, <Application,Landroid/accounts/Account>, <Application,Ljava/lang/String>]",both
AccountManagerService$Lifecycle,onAccountAccessed,2,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Ljava/lang/String>]",both
AccountManagerService$Lifecycle,peekAuthToken,3,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>, <Application,Ljava/lang/String>]",both
AccountManagerService$Lifecycle,registerAccountListener,3,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,[Ljava/lang/String>, <Application,Ljava/lang/String>]",both
AccountManagerService$Lifecycle,removeAccount,4,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/IAccountManagerResponse>, <Application,Landroid/accounts/Account>, <Primordial,Z>]",both
AccountManagerService$Lifecycle,removeAccountAsUser,5,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/IAccountManagerResponse>, <Application,Landroid/accounts/Account>, <Primordial,Z>, <Primordial,I>]",both
AccountManagerService$Lifecycle,removeAccountExplicitly,2,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>]",both
AccountManagerService$Lifecycle,removeSharedAccountAsUser,3,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>, <Primordial,I>]",both
AccountManagerService$Lifecycle,renameAccount,4,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/IAccountManagerResponse>, <Application,Landroid/accounts/Account>, <Application,Ljava/lang/String>]",both
AccountManagerService$Lifecycle,renameSharedAccountAsUser,4,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>, <Application,Ljava/lang/String>, <Primordial,I>]",both
AccountManagerService$Lifecycle,setAccountVisibility,4,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>, <Application,Ljava/lang/String>, <Primordial,I>]",both
AccountManagerService$Lifecycle,setAuthToken,4,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",both
AccountManagerService$Lifecycle,setPassword,3,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>, <Application,Ljava/lang/String>]",both
AccountManagerService$Lifecycle,setUserData,4,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",both
AccountManagerService$Lifecycle,someUserHasAccount,2,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>]",both
AccountManagerService$Lifecycle,startAddAccountSession,7,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/IAccountManagerResponse>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Application,[Ljava/lang/String>, <Primordial,Z>, <Application,Landroid/os/Bundle>]",both
AccountManagerService$Lifecycle,startUpdateCredentialsSession,6,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/IAccountManagerResponse>, <Application,Landroid/accounts/Account>, <Application,Ljava/lang/String>, <Primordial,Z>, <Application,Landroid/os/Bundle>]",both
AccountManagerService$Lifecycle,unregisterAccountListener,3,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,[Ljava/lang/String>, <Application,Ljava/lang/String>]",both
AccountManagerService$Lifecycle,updateAppPermission,5,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,Z>]",both
AccountManagerService$Lifecycle,updateCredentials,6,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/IAccountManagerResponse>, <Application,Landroid/accounts/Account>, <Application,Ljava/lang/String>, <Primordial,Z>, <Application,Landroid/os/Bundle>]",both
AccountManagerService$Lifecycle,hasAccountAccess,4,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>, <Application,Ljava/lang/String>, <Application,Landroid/os/UserHandle>]",both
HdmiControlService,addDeviceEventListener,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Application,Landroid/hardware/hdmi/IHdmiDeviceEventListener>]",both
HdmiControlService,addHdmiMhlVendorCommandListener,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Application,Landroid/hardware/hdmi/IHdmiMhlVendorCommandListener>]",both
HdmiControlService,addHotplugEventListener,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Application,Landroid/hardware/hdmi/IHdmiHotplugEventListener>]",both
HdmiControlService,addSystemAudioModeChangeListener,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Application,Landroid/hardware/hdmi/IHdmiSystemAudioModeChangeListener>]",both
HdmiControlService,addVendorCommandListener,3,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Application,Landroid/hardware/hdmi/IHdmiVendorCommandListener>, <Primordial,I>]",both
HdmiControlService,canChangeSystemAudioMode,1,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>]",both
HdmiControlService,clearTimerRecording,4,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,I>, <Primordial,I>, <Primordial,[B>]",both
HdmiControlService,deviceSelect,3,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,I>, <Application,Landroid/hardware/hdmi/IHdmiControlCallback>]",both
HdmiControlService,getActiveSource,1,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>]",both
HdmiControlService,getDeviceList,1,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>]",both
HdmiControlService,getInputDevices,1,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>]",both
HdmiControlService,getPortInfo,1,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>]",both
HdmiControlService,getSupportedTypes,1,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>]",both
HdmiControlService,getSystemAudioMode,1,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>]",both
HdmiControlService,oneTouchPlay,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Application,Landroid/hardware/hdmi/IHdmiControlCallback>]",both
HdmiControlService,portSelect,3,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,I>, <Application,Landroid/hardware/hdmi/IHdmiControlCallback>]",both
HdmiControlService,queryDisplayStatus,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Application,Landroid/hardware/hdmi/IHdmiControlCallback>]",both
HdmiControlService,removeHotplugEventListener,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Application,Landroid/hardware/hdmi/IHdmiHotplugEventListener>]",both
HdmiControlService,removeSystemAudioModeChangeListener,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Application,Landroid/hardware/hdmi/IHdmiSystemAudioModeChangeListener>]",both
HdmiControlService,sendKeyEvent,4,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,I>, <Primordial,I>, <Primordial,Z>]",both
HdmiControlService,sendMhlVendorCommand,5,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,I>, <Primordial,I>, <Primordial,I>, <Primordial,[B>]",both
HdmiControlService,sendStandby,3,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,I>, <Primordial,I>]",both
HdmiControlService,sendVendorCommand,5,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,I>, <Primordial,I>, <Primordial,[B>, <Primordial,Z>]",both
HdmiControlService,setArcMode,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,Z>]",both
HdmiControlService,setHdmiRecordListener,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Application,Landroid/hardware/hdmi/IHdmiRecordListener>]",both
HdmiControlService,setInputChangeListener,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Application,Landroid/hardware/hdmi/IHdmiInputChangeListener>]",both
HdmiControlService,setProhibitMode,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,Z>]",both
HdmiControlService,setStandbyMode,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,Z>]",both
HdmiControlService,setSystemAudioMode,3,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,Z>, <Application,Landroid/hardware/hdmi/IHdmiControlCallback>]",both
HdmiControlService,setSystemAudioMute,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,Z>]",both
HdmiControlService,setSystemAudioVolume,4,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,I>, <Primordial,I>, <Primordial,I>]",both
HdmiControlService,startOneTouchRecord,3,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,I>, <Primordial,[B>]",both
HdmiControlService,startTimerRecording,4,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,I>, <Primordial,I>, <Primordial,[B>]",both
HdmiControlService,stopOneTouchRecord,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,I>]",both
StorageStatsService$Lifecycle,getCacheBytes,3,"[<Application,Lcom/android/server/usage/StorageStatsService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",both
StorageStatsService$Lifecycle,getCacheQuotaBytes,4,"[<Application,Lcom/android/server/usage/StorageStatsService>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Ljava/lang/String>]",both
StorageStatsService$Lifecycle,getFreeBytes,3,"[<Application,Lcom/android/server/usage/StorageStatsService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",both
StorageStatsService$Lifecycle,getTotalBytes,3,"[<Application,Lcom/android/server/usage/StorageStatsService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",both
StorageStatsService$Lifecycle,isQuotaSupported,3,"[<Application,Lcom/android/server/usage/StorageStatsService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",both
StorageStatsService$Lifecycle,isReservedSupported,3,"[<Application,Lcom/android/server/usage/StorageStatsService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",both
StorageStatsService$Lifecycle,queryExternalStatsForUser,4,"[<Application,Lcom/android/server/usage/StorageStatsService>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Ljava/lang/String>]",both
StorageStatsService$Lifecycle,queryStatsForPackage,5,"[<Application,Lcom/android/server/usage/StorageStatsService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Ljava/lang/String>]",both
StorageStatsService$Lifecycle,queryStatsForUid,4,"[<Application,Lcom/android/server/usage/StorageStatsService>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Ljava/lang/String>]",both
StorageStatsService$Lifecycle,queryStatsForUser,4,"[<Application,Lcom/android/server/usage/StorageStatsService>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Ljava/lang/String>]",both
RulesManagerService$Lifecycle,getRulesState,1,"[<Application,Lcom/android/server/timezone/RulesManagerService>]",both
RulesManagerService$Lifecycle,requestInstall,4,"[<Application,Lcom/android/server/timezone/RulesManagerService>, <Application,Landroid/os/ParcelFileDescriptor>, <Primordial,[B>, <Application,Landroid/app/timezone/ICallback>]",both
RulesManagerService$Lifecycle,requestNothing,3,"[<Application,Lcom/android/server/timezone/RulesManagerService>, <Primordial,[B>, <Primordial,Z>]",both
RulesManagerService$Lifecycle,requestUninstall,3,"[<Application,Lcom/android/server/timezone/RulesManagerService>, <Primordial,[B>, <Application,Landroid/app/timezone/ICallback>]",both
WifiAwareService,connect,6,"[<Application,Lcom/android/server/wifi/aware/WifiAwareServiceImpl>, <Application,Landroid/os/IBinder>, <Application,Ljava/lang/String>, <Application,Landroid/net/wifi/aware/IWifiAwareEventCallback>, <Application,Landroid/net/wifi/aware/ConfigRequest>, <Primordial,Z>]",both
WifiAwareService,disconnect,3,"[<Application,Lcom/android/server/wifi/aware/WifiAwareServiceImpl>, <Primordial,I>, <Application,Landroid/os/IBinder>]",both
WifiAwareService,getCharacteristics,1,"[<Application,Lcom/android/server/wifi/aware/WifiAwareServiceImpl>]",both
WifiAwareService,isUsageEnabled,1,"[<Application,Lcom/android/server/wifi/aware/WifiAwareServiceImpl>]",both
WifiAwareService,publish,5,"[<Application,Lcom/android/server/wifi/aware/WifiAwareServiceImpl>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Landroid/net/wifi/aware/PublishConfig>, <Application,Landroid/net/wifi/aware/IWifiAwareDiscoverySessionCallback>]",both
WifiAwareService,requestMacAddresses,4,"[<Application,Lcom/android/server/wifi/aware/WifiAwareServiceImpl>, <Primordial,I>, <Application,Ljava/util/List>, <Application,Landroid/net/wifi/aware/IWifiAwareMacAddressProvider>]",both
WifiAwareService,sendMessage,7,"[<Application,Lcom/android/server/wifi/aware/WifiAwareServiceImpl>, <Primordial,I>, <Primordial,I>, <Primordial,I>, <Primordial,[B>, <Primordial,I>, <Primordial,I>]",both
WifiAwareService,subscribe,5,"[<Application,Lcom/android/server/wifi/aware/WifiAwareServiceImpl>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Landroid/net/wifi/aware/SubscribeConfig>, <Application,Landroid/net/wifi/aware/IWifiAwareDiscoverySessionCallback>]",both
WifiAwareService,terminateSession,3,"[<Application,Lcom/android/server/wifi/aware/WifiAwareServiceImpl>, <Primordial,I>, <Primordial,I>]",both
WifiAwareService,updatePublish,4,"[<Application,Lcom/android/server/wifi/aware/WifiAwareServiceImpl>, <Primordial,I>, <Primordial,I>, <Application,Landroid/net/wifi/aware/PublishConfig>]",both
WifiAwareService,updateSubscribe,4,"[<Application,Lcom/android/server/wifi/aware/WifiAwareServiceImpl>, <Primordial,I>, <Primordial,I>, <Application,Landroid/net/wifi/aware/SubscribeConfig>]",both
OtaDexoptService,cleanup,1,"[<Application,Lcom/android/server/pm/OtaDexoptService>]",both
OtaDexoptService,dexoptNextPackage,1,"[<Application,Lcom/android/server/pm/OtaDexoptService>]",both
OtaDexoptService,getProgress,1,"[<Application,Lcom/android/server/pm/OtaDexoptService>]",both
OtaDexoptService,isDone,1,"[<Application,Lcom/android/server/pm/OtaDexoptService>]",both
OtaDexoptService,nextDexoptCommand,1,"[<Application,Lcom/android/server/pm/OtaDexoptService>]",both
OtaDexoptService,prepare,1,"[<Application,Lcom/android/server/pm/OtaDexoptService>]",both
SliceManagerService$Lifecycle,applyRestore,3,"[<Application,Lcom/android/server/slice/SliceManagerService>, <Primordial,[B>, <Primordial,I>]",both
SliceManagerService$Lifecycle,checkSlicePermission,6,"[<Application,Lcom/android/server/slice/SliceManagerService>, <Application,Landroid/net/Uri>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,I>, <Application,[Ljava/lang/String>]",both
SliceManagerService$Lifecycle,getBackupPayload,2,"[<Application,Lcom/android/server/slice/SliceManagerService>, <Primordial,I>]",both
SliceManagerService$Lifecycle,getPinnedSlices,2,"[<Application,Lcom/android/server/slice/SliceManagerService>, <Application,Ljava/lang/String>]",both
SliceManagerService$Lifecycle,getPinnedSpecs,3,"[<Application,Lcom/android/server/slice/SliceManagerService>, <Application,Landroid/net/Uri>, <Application,Ljava/lang/String>]",both
SliceManagerService$Lifecycle,grantPermissionFromUser,5,"[<Application,Lcom/android/server/slice/SliceManagerService>, <Application,Landroid/net/Uri>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Primordial,Z>]",both
SliceManagerService$Lifecycle,grantSlicePermission,4,"[<Application,Lcom/android/server/slice/SliceManagerService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Application,Landroid/net/Uri>]",both
SliceManagerService$Lifecycle,hasSliceAccess,2,"[<Application,Lcom/android/server/slice/SliceManagerService>, <Application,Ljava/lang/String>]",both
SliceManagerService$Lifecycle,pinSlice,5,"[<Application,Lcom/android/server/slice/SliceManagerService>, <Application,Ljava/lang/String>, <Application,Landroid/net/Uri>, <Application,[Landroid/app/slice/SliceSpec>, <Application,Landroid/os/IBinder>]",both
SliceManagerService$Lifecycle,revokeSlicePermission,4,"[<Application,Lcom/android/server/slice/SliceManagerService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Application,Landroid/net/Uri>]",both
SliceManagerService$Lifecycle,unpinSlice,4,"[<Application,Lcom/android/server/slice/SliceManagerService>, <Application,Ljava/lang/String>, <Application,Landroid/net/Uri>, <Application,Landroid/os/IBinder>]",both
RestrictionsManagerService,createLocalApprovalIntent,1,"[<Application,Lcom/android/server/restrictions/RestrictionsManagerService$RestrictionsManagerImpl>]",both
RestrictionsManagerService,getApplicationRestrictions,2,"[<Application,Lcom/android/server/restrictions/RestrictionsManagerService$RestrictionsManagerImpl>, <Application,Ljava/lang/String>]",both
RestrictionsManagerService,hasRestrictionsProvider,1,"[<Application,Lcom/android/server/restrictions/RestrictionsManagerService$RestrictionsManagerImpl>]",both
WifiService,acquireMulticastLock,3,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Landroid/os/IBinder>, <Application,Ljava/lang/String>]",both
WifiService,acquireWifiLock,5,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Landroid/os/IBinder>, <Primordial,I>, <Application,Ljava/lang/String>, <Application,Landroid/os/WorkSource>]",both
WifiService,addOrUpdateNetwork,3,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Landroid/net/wifi/WifiConfiguration>, <Application,Ljava/lang/String>]",both
WifiService,addOrUpdatePasspointConfiguration,3,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Landroid/net/wifi/hotspot2/PasspointConfiguration>, <Application,Ljava/lang/String>]",both
WifiService,deauthenticateNetwork,3,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Primordial,J>, <Primordial,Z>]",both
WifiService,disableEphemeralNetwork,3,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",both
WifiService,disableNetwork,3,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Primordial,I>, <Application,Ljava/lang/String>]",both
WifiService,disconnect,2,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Ljava/lang/String>]",both
WifiService,enableNetwork,4,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Primordial,I>, <Primordial,Z>, <Application,Ljava/lang/String>]",both
WifiService,enableTdls,3,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Ljava/lang/String>, <Primordial,Z>]",both
WifiService,enableTdlsWithMacAddress,3,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Ljava/lang/String>, <Primordial,Z>]",both
WifiService,enableVerboseLogging,2,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Primordial,I>]",both
WifiService,enableWifiConnectivityManager,2,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Primordial,Z>]",both
WifiService,factoryReset,2,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Ljava/lang/String>]",both
WifiService,getAllMatchingWifiConfigs,2,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Landroid/net/wifi/ScanResult>]",both
WifiService,getConfiguredNetworks,1,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>]",both
WifiService,getConnectionInfo,2,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Ljava/lang/String>]",both
WifiService,getCountryCode,1,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>]",both
WifiService,getCurrentNetwork,1,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>]",both
WifiService,getCurrentNetworkWpsNfcConfigurationToken,1,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>]",both
WifiService,getDhcpInfo,1,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>]",both
WifiService,getMatchingOsuProviders,2,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Landroid/net/wifi/ScanResult>]",both
WifiService,getMatchingWifiConfig,2,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Landroid/net/wifi/ScanResult>]",both
WifiService,getPasspointConfigurations,1,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>]",both
WifiService,getPrivilegedConfiguredNetworks,1,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>]",both
WifiService,getScanResults,2,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Ljava/lang/String>]",both
WifiService,getSupportedFeatures,1,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>]",both
WifiService,getVerboseLoggingLevel,1,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>]",both
WifiService,getWifiApConfiguration,1,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>]",both
WifiService,getWifiApEnabledState,1,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>]",both
WifiService,getWifiEnabledState,1,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>]",both
WifiService,getWifiServiceMessenger,2,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Ljava/lang/String>]",both
WifiService,isDualBandSupported,1,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>]",both
WifiService,isMulticastEnabled,1,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>]",both
WifiService,isScanAlwaysAvailable,1,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>]",both
WifiService,matchProviderWithCurrentNetwork,2,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Ljava/lang/String>]",both
WifiService,needs5GHzToAnyApBandConversion,1,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>]",both
WifiService,notifyUserOfApBandConversion,2,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Ljava/lang/String>]",left_only
WifiService,queryPasspointIcon,3,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Primordial,J>, <Application,Ljava/lang/String>]",both
WifiService,reassociate,2,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Ljava/lang/String>]",both
WifiService,reconnect,2,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Ljava/lang/String>]",both
WifiService,registerSoftApCallback,4,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Landroid/os/IBinder>, <Application,Landroid/net/wifi/ISoftApCallback>, <Primordial,I>]",both
WifiService,releaseMulticastLock,1,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>]",both
WifiService,releaseWifiLock,2,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Landroid/os/IBinder>]",both
WifiService,removeNetwork,3,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Primordial,I>, <Application,Ljava/lang/String>]",both
WifiService,removePasspointConfiguration,3,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",both
WifiService,reportActivityInfo,1,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>]",both
WifiService,requestActivityInfo,2,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Landroid/os/ResultReceiver>]",both
WifiService,restoreBackupData,2,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Primordial,[B>]",both
WifiService,restoreSupplicantBackupData,3,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Primordial,[B>, <Primordial,[B>]",both
WifiService,retrieveBackupData,1,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>]",both
WifiService,setCountryCode,2,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Ljava/lang/String>]",both
WifiService,setWifiApConfiguration,3,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Landroid/net/wifi/WifiConfiguration>, <Application,Ljava/lang/String>]",both
WifiService,setWifiEnabled,3,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Ljava/lang/String>, <Primordial,Z>]",both
WifiService,startLocalOnlyHotspot,4,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Landroid/os/Messenger>, <Application,Landroid/os/IBinder>, <Application,Ljava/lang/String>]",both
WifiService,startScan,2,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Ljava/lang/String>]",both
WifiService,startSoftAp,2,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Landroid/net/wifi/WifiConfiguration>]",both
WifiService,startSubscriptionProvisioning,3,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Landroid/net/wifi/hotspot2/OsuProvider>, <Application,Landroid/net/wifi/hotspot2/IProvisioningCallback>]",both
WifiService,startWatchLocalOnlyHotspot,3,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Landroid/os/Messenger>, <Application,Landroid/os/IBinder>]",both
WifiService,stopLocalOnlyHotspot,1,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>]",both
WifiService,stopSoftAp,1,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>]",both
WifiService,stopWatchLocalOnlyHotspot,1,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>]",both
WifiService,unregisterSoftApCallback,2,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Primordial,I>]",both
WifiService,updateInterfaceIpState,3,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Ljava/lang/String>, <Primordial,I>]",both
WifiService,updateWifiLockWorkSource,3,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Landroid/os/IBinder>, <Application,Landroid/os/WorkSource>]",both
ShortcutService$Lifecycle,addDynamicShortcuts,4,"[<Application,Lcom/android/server/pm/ShortcutService>, <Application,Ljava/lang/String>, <Application,Landroid/content/pm/ParceledListSlice>, <Primordial,I>]",both
